6203,16.6667
6218,106.0125
7230,112.64000000000001
7348,108.48409
9461,105.13250000000001
9618,106.38573
10577,80.595
15745,112.2
17479,84.6
22606,122.33155
23026,113.03809
24144,77.94
26967,82.8
28718,65.3049
32215,107.8
33568,68.05944
33892,116.76918
34452,129.8
35152,123.93337000000001
36975,127.6
47361,118.90736
50643,40.45266
53328,18.128610000000002
55218,120.71862000000002
61424,128.78052
61692,131.28368
61803,117.2875
64905,147.21222999999998
66827,67.5
68532,29.57139
69849,111.1
70186,75.31461
72371,135.3
72910,118.81551
73358,118.17146
73965,132.91223
74132,124.42936
75310,141.01461
78227,82.31706
79514,105.6
80161,63.18459
85569,54.09603
85883,12.42
87534,137.5
88493,106.425
90056,27.54477
93638,112.79026
98097,140.8
99322,67.5
101684,107.54117000000001
104338,82.93239
104721,83.7
105915,81.0
108319,28.163429999999998
108641,125.89994999999999
110699,136.83329
111074,144.21165
112720,136.45643
112925,150.79427
114359,131.33417
114584,146.66663
114752,130.11284
116078,135.99146000000002
120125,145.93337
122581,20.7
124025,119.44162999999999
127709,20.86254
129431,123.8127
129571,144.80004000000002
130443,122.18459
131390,81.23138999999999
131796,18.9
134121,18.9
134815,81.23229
136306,31.13514
138267,79.2
139402,70.65
139972,123.84163
147826,118.51048
152711,62.54001
152828,134.73229
153129,30.240000000000002
154245,74.29652999999999
622,103.3171
1837,82.8
2576,77.96567765625
5723,83.7
8989,82.8
9795,77.98482695312501
11115,50.6
13176,77.95078125
15728,99.7875
15902,25.3
16461,83.7
17066,46.1725
21277,87.48
21670,86.82858
21900,92.925
24190,84.02724
24277,85.16709
25331,89.03997
26084,85.5
27529,82.21499999999999
29135,85.26861000000001
29381,80.37
29786,111.6
31296,159.03
31498,80.3925
32301,114.48
33029,105.49754999999999
35546,96.95853
37679,90.84707999999999
38166,96.08112
39156,99.76499999999999
40564,97.02441
41130,96.795
41857,21.71796
42885,93.6
45531,23.1
46183,116.27559
46310,99.18
47450,116.2125
49715,78.75
52919,77.97668625
55378,15.592500000000001
58018,90.225
58187,111.66426
58694,101.13426
60175,129.54194999999999
63438,18.9475
64210,16.6309
65946,78.95853
75886,82.22931
80999,25.3
82313,86.30766
82337,80.1
82693,96.3
83388,22.37125
88244,80.1
88366,23.1
89512,93.6
91290,81.39231000000001
97859,20.188190000000002
98278,97.15572
98565,99.9
98568,97.52931
98750,93.6
99041,104.4
99415,16.47316
100437,80.37
102391,79.78383000000001
104516,25.3
104518,18.48
106378,85.79601000000001
107854,77.98734421875
109781,89.90523
118487,25.3
118624,100.00583999999999
118681,99.29997
121243,107.24598
124518,99.9
131580,22.958099999999998
134464,86.4
137841,82.8
138034,80.35002
138687,94.5
139831,21.49235
141015,90.17027999999999
142903,85.5
143418,82.35
145430,96.58421999999999
